date,pnl,longsize,shortsize,ret,holdpnl,tradepnl,poscov,negcov,pospnl,negpnl,IC,index_ret,rankpnl1,rankpnl2,rankpnl3,rankpnl4,rankpnl5,rankpnl6,rankpnl7,rankpnl8,rankpnl9,rankpnl10
20190329,-31168.94,10000000.0,-10000000.0,-0.001558,-97839.56280625833,70794.31310352549,2421,1111,258275.42,-289444.35,-0.03033,0.031992,64756.91,55514.13,44869.39,39617.08,28635.56,20543.91,5445.53,-15704.97,-47491.85,-223230.94
20190401,-2127.55,10000000.0,-10000000.0,-0.000106,-104297.58211471193,107425.4070452605,2474,1058,349514.57,-351642.12,0.003845,0.025755,84453.51,78982.0,62419.7,50990.93,40239.98,26514.4,7517.63,-18329.35,-68167.68,-261493.29
20190402,54937.85,10000000.0,-10000000.0,0.002747,43102.83967315088,17423.215087508193,2478,1054,69385.52,-14447.67,0.043977,0.002038,15871.55,13840.59,16872.84,10630.13,8410.36,4375.52,1460.47,-2470.26,-5777.59,-2687.56
20190403,108222.98,10000000.0,-10000000.0,0.005411,92084.98746407336,20065.5407805571,2463,1070,140930.4,-32707.42,0.085385,0.012425,36122.33,29352.94,27282.92,19131.68,15253.16,12051.49,3122.2,-4502.57,-10431.51,-15232.11
20190404,45685.67,10000000.0,-10000000.0,0.002284,39943.67158981381,9504.216232785839,2444,1089,44306.18,1379.5,0.04176,0.009413,7560.33,8008.66,12088.62,7718.5,5901.48,2815.55,1458.93,-1312.28,-5253.94,10462.04
20190408,36824.01,10000000.0,-10000000.0,0.001841,52286.997109740114,-10785.135579602167,2457,1076,-16621.81,53445.82,0.02997,-0.000542,-16766.78,-617.21,2318.65,4120.85,-1996.4,-779.45,-1260.39,3084.0,11338.07,42060.52
20190409,123698.29,10000000.0,-10000000.0,0.006185,109569.96941727812,20144.910887751685,2485,1048,81716.99,41981.3,0.114179,-0.001586,31525.9,18311.82,14009.61,7774.85,6951.28,5439.42,-102.05,-1096.79,-616.22,47517.07
20190410,98270.78,10000000.0,-10000000.0,0.004914,127226.07037039415,-24745.934479861608,2515,1018,31554.67,66716.11,0.082983,0.000699,21198.39,3336.89,6672.07,2254.39,332.08,-348.36,-558.37,2499.13,14246.04,52847.88
20190411,89170.56,10000000.0,-10000000.0,0.004459,154155.05475800036,-60398.405395662325,2515,1018,-143871.19,233041.75,0.068308,-0.01603,-38819.7,-25393.08,-20316.87,-22038.89,-14682.39,-14395.93,-6469.18,5593.08,35628.0,194651.61
20190412,40761.96,10000000.0,-10000000.0,0.002038,50510.01089333979,-5372.826285482537,2450,1083,1448.34,39313.62,0.027617,-0.000419,-10085.92,8900.84,2248.52,-1607.41,1398.65,2008.54,109.77,91.81,3409.25,38663.14
20190415,14110.68,10000000.0,-10000000.0,0.000706,41049.820237993605,-22817.208390943415,2457,1076,-82635.85,96746.53,0.013673,-0.003399,-24767.85,-17699.5,-14683.64,-9232.45,-7581.79,-4892.05,-2330.83,3173.32,12859.26,83388.15
20190416,6846.44,10000000.0,-10000000.0,0.000342,-44053.63662354081,54927.356527947224,2453,1081,197982.25,-191135.82,0.009736,0.023857,56644.71,41411.99,29391.84,28782.53,22528.5,15341.51,5223.67,-8393.51,-32160.71,-147896.8
20190417,18501.78,10000000.0,-10000000.0,0.000925,-5720.0991033850205,28962.63183738099,2502,1033,103252.38,-84750.6,0.021451,0.002926,33623.09,22554.2,16714.35,15994.58,7947.0,5895.15,2234.98,-2572.99,-12637.04,-66510.8
20190418,21934.15,10000000.0,-10000000.0,0.001097,52255.713117823354,-24148.076706959822,2550,985,-44583.3,66517.45,0.025392,-0.003958,-6241.58,-9327.82,-5812.45,-6720.76,-5779.49,-5550.2,-2985.9,3618.37,12241.85,54665.62
20190419,56875.26,10000000.0,-10000000.0,0.002844,32893.46839863476,28308.478411719552,2532,1003,90036.79,-33161.53,0.054341,0.006337,27751.77,17098.9,13350.51,11793.79,10115.62,7908.39,3384.44,-865.95,-6365.72,-22969.81
20190422,44943.64,10000000.0,-10000000.0,0.002247,93606.07466917203,-44171.16434363194,2546,989,-107317.42,152261.06,0.038672,-0.017046,-18006.63,-19244.3,-20185.06,-16031.12,-15920.5,-11007.67,-5231.36,4579.23,20080.25,130402.07
20190423,21103.72,10000000.0,-10000000.0,0.001055,83785.80027895115,-56681.61525130135,2490,1045,-182391.93,203495.65,0.020256,-0.005116,-47218.9,-39880.19,-28239.15,-26681.96,-19496.93,-13131.23,-5624.07,5562.03,28328.49,173486.1
20190424,20788.1,10000000.0,-10000000.0,0.001039,-13793.94708190706,39871.84769569828,2480,1055,100711.27,-79923.18,0.025447,0.000944,30027.11,19487.9,18233.87,13438.51,11850.76,6259.21,3324.41,-4543.44,-14859.74,-57140.69
20190425,-100539.0,10000000.0,-10000000.0,-0.005027,42590.32997190165,-139156.39862565807,2523,1027,-410699.68,310160.68,-0.07798,-0.024296,-107036.96,-84839.85,-71946.12,-55984.68,-46461.36,-30902.9,-12142.41,15829.61,62059.97,234858.64
20190426,-2118.52,10000000.0,-10000000.0,-0.000106,39744.348779950335,-36786.55153830832,2461,1089,-127830.61,125712.09,0.002204,-0.011981,-30838.28,-23059.57,-25991.78,-19656.0,-12290.07,-9991.55,-3900.66,5023.62,19617.0,104045.09
20190429,-34074.98,10000000.0,-10000000.0,-0.001704,90806.16682152671,-119414.18271111116,2455,1095,-365993.2,331918.22,-0.019353,-0.007744,-97582.18,-76938.73,-63143.42,-51500.32,-37482.79,-27801.08,-9573.85,15270.24,69773.27,250370.85
20190430,52589.41,10000000.0,-10000000.0,0.002629,41439.95095676507,16631.48200248043,2402,1149,104573.57,-51984.16,0.048533,0.005172,22406.43,26644.43,16423.48,17092.36,12151.71,9391.69,2384.47,-4744.04,-15931.79,-27747.3
20190506,64130.05,10000000.0,-10000000.0,0.003207,357110.04273003584,-289635.2711995295,2400,1151,-706552.12,770682.17,0.057483,-0.055834,-186133.74,-148946.69,-126711.37,-102954.62,-75799.61,-50236.98,-13252.86,43383.48,151705.66,576421.49
20190507,-26984.25,10000000.0,-10000000.0,-0.001349,-67412.63228796312,45847.60184062955,2420,1131,137950.07,-164934.32,-0.020288,0.006856,32732.63,32195.0,27060.23,19659.32,15301.48,10002.85,2799.44,-8837.22,-35121.43,-117357.32
20190508,-26835.67,10000000.0,-10000000.0,-0.001342,-16671.29190394268,-6707.555824524923,2411,1140,-15285.75,-11549.92,-0.022422,-0.011152,-8680.62,4511.1,-2085.59,-5040.24,-2675.82,140.01,-287.99,520.33,8663.02,-18443.05
20190509,-3424.83,10000000.0,-10000000.0,-0.000171,22262.45968132871,-21436.258464753857,2451,1101,-86407.1,82982.26,0.000761,-0.014791,-23353.74,-17453.73,-12668.05,-13606.26,-9348.37,-6423.62,-2032.16,4079.34,14934.07,66698.73
20190510,-138698.58,10000000.0,-10000000.0,-0.006935,-257394.4696456707,121703.27919590494,2468,1084,308493.42,-447192.0,-0.123494,0.030957,77779.82,62163.31,56080.1,42279.71,36762.6,25376.82,8832.52,-18067.39,-62598.93,-364299.76
20190513,45700.41,10000000.0,-10000000.0,0.002285,69387.77363307422,-16383.152756615702,2588,965,-57950.6,103651.0,0.038101,-0.012077,-18839.84,-11782.02,-8823.16,-8013.54,-3991.59,-3181.08,-581.7,2020.84,13758.35,92438.35
20190514,-24243.32,10000000.0,-10000000.0,-0.001212,8547.250029107941,-28664.87972666425,2568,985,-81749.91,57506.59,-0.018277,-0.006923,-20562.01,-18051.39,-11375.06,-11462.78,-8590.24,-6661.33,-3595.52,1787.63,8971.18,49421.89
20190515,-23147.62,10000000.0,-10000000.0,-0.001157,-88672.51156278177,69407.76292589087,2533,1020,212695.49,-235843.11,-0.018468,0.019097,57454.87,41751.23,33352.56,29961.91,22914.0,18068.81,10076.64,-4442.17,-32178.99,-196223.62
20190516,98852.22,10000000.0,-10000000.0,0.004943,76751.20071297185,26056.001043288954,2553,1001,104458.22,-5606.0,0.085622,0.005796,26121.93,22553.02,19686.21,14752.36,11333.56,8214.69,3128.12,-2190.92,-1690.27,898.51
20190517,-35447.28,10000000.0,-10000000.0,-0.001772,51983.8509753765,-82113.95636252416,2604,951,-364230.08,328782.8,-0.020317,-0.024838,-89082.7,-71458.79,-62591.16,-50939.34,-42324.72,-30337.33,-15220.94,8298.08,54549.09,268977.72
20190520,87002.93,10000000.0,-10000000.0,0.00435,94552.33489575489,-1594.819001953074,2572,983,-22817.52,109820.45,0.055785,-0.004056,-5508.26,-4237.86,-3902.47,-1216.01,-3532.86,-60.11,-1988.79,913.48,9410.79,103079.61
20190521,5535.58,10000000.0,-10000000.0,0.000277,-32225.99146715744,41821.749517238306,2577,978,165070.54,-159534.96,0.007658,0.012319,40852.08,34081.47,28621.98,23792.33,17040.15,14022.58,7863.15,-3231.39,-25005.96,-128440.64
20190522,-18608.53,10000000.0,-10000000.0,-0.00093,5345.1543215134625,-21165.611341639713,2565,990,-50510.27,31901.74,-0.011568,-0.004909,-10302.49,-6103.63,-6643.43,-9383.82,-7596.55,-5779.86,-3530.37,880.95,7296.23,25342.49
20190523,79473.38,10000000.0,-10000000.0,0.003974,142256.48614159954,-58606.977474252446,2594,972,-210414.03,289887.41,0.057396,-0.013552,-52262.11,-45774.75,-33114.5,-29137.37,-24522.61,-15788.54,-8150.01,4473.66,35467.73,252458.01
20190524,16767.93,10000000.0,-10000000.0,0.000838,53032.97195982568,-30651.139593161726,2581,988,-60942.17,77710.1,0.016652,0.000168,-16001.48,-11760.44,-9858.54,-8400.51,-6647.18,-3940.66,-2137.59,634.45,12486.47,68007.31
20190527,-66448.28,10000000.0,-10000000.0,-0.003322,-196534.82010959284,134735.7118813613,2554,1015,250977.32,-317425.6,-0.060789,0.013804,68482.41,47263.54,42514.57,34515.02,28506.61,19877.14,10647.34,-6110.29,-47372.09,-260123.35
20190528,-35736.01,10000000.0,-10000000.0,-0.001787,-35060.643987472155,2604.8306921325275,2552,1016,3034.81,-38770.82,-0.032639,0.006062,247.73,-1064.63,1733.47,596.25,1943.24,168.83,433.42,-433.58,-11222.84,-24857.71
20190529,-98567.48,10000000.0,-10000000.0,-0.004928,-109611.2376358744,15967.36528865798,2612,956,22468.12,-121035.6,-0.090148,0.001645,4137.84,4717.59,4414.38,4553.44,2966.46,2305.84,1002.55,-2008.26,-15128.15,-100605.57
20190530,10672.0,10000000.0,-10000000.0,0.000534,35842.04392138756,-20462.22340306521,2658,910,-67687.68,78359.68,0.012545,-0.00305,-20411.53,-15913.07,-12526.1,-9016.16,-3654.15,-2980.45,-1661.66,1361.28,4284.7,75896.96
20190531,-106098.52,10000000.0,-10000000.0,-0.005305,-107585.73439977966,5633.180529136138,2667,900,-10967.63,-95130.89,-0.080429,-0.002447,-2173.9,-2777.67,-2493.48,-848.97,-440.66,-1556.26,521.77,-312.25,-6589.48,-85281.68
20190603,32146.52,10000000.0,-10000000.0,0.001607,90569.38448358735,-53352.07668793792,2738,829,-153688.65,185835.17,0.028682,-0.002972,-38979.44,-33474.91,-26980.85,-20357.99,-15045.53,-8283.62,-7960.22,-278.88,20003.42,168575.32
20190604,58638.15,10000000.0,-10000000.0,0.002932,130138.25387633868,-66386.80644644402,2670,897,-146724.03,205362.19,0.053851,-0.009619,-31535.16,-30181.49,-25715.03,-20344.02,-16366.62,-11159.42,-7283.8,-1314.43,20001.39,187650.01
20190605,30588.58,10000000.0,-10000000.0,0.001529,32734.439517401537,2334.722768826323,2606,961,18430.08,12158.49,0.03478,-0.000301,3219.82,3935.19,3641.33,3598.21,1498.42,2885.49,901.62,132.79,-1558.38,16814.66
20190606,41285.95,10000000.0,-10000000.0,0.002064,128404.56019522411,-82645.33140150414,2603,964,-242055.09,283341.04,0.039899,-0.01175,-65501.73,-47923.99,-40729.76,-34345.96,-25222.6,-16563.21,-9803.16,4894.9,36254.64,244700.1
20190610,-20088.9,10000000.0,-10000000.0,-0.001004,-41809.3016357413,26241.06428853961,2632,935,95707.39,-115796.29,-0.015199,0.008605,23765.4,16982.81,16299.76,13447.2,11958.72,8605.82,5657.52,-1539.81,-22455.66,-88290.0
20190611,-47058.2,10000000.0,-10000000.0,-0.002353,-165375.56858939456,122689.07996878584,2645,922,342159.83,-389218.03,-0.053023,0.0258,84047.33,64911.34,59518.36,45598.84,39250.09,30698.27,17648.76,-4486.35,-52542.04,-327331.09
20190612,-10798.24,10000000.0,-10000000.0,-0.00054,18970.207843790984,-24597.922764485833,2615,952,-44169.87,33371.63,-0.005981,-0.005584,-11887.48,-10313.16,-5800.69,-4830.03,-2857.27,-4749.78,-1749.24,514.43,-1299.63,37345.12
20190613,73866.79,10000000.0,-10000000.0,0.003693,60307.56366473805,17569.784328725458,2604,963,100223.11,-26356.32,0.075326,0.000468,31341.99,23372.16,16750.33,8845.92,11072.13,5841.68,3987.0,-436.35,-4978.64,-17918.86
20190614,78799.18,10000000.0,-10000000.0,0.00394,159688.11936148637,-76926.89021749404,2559,1008,-204752.77,283551.94,0.072441,-0.009883,-55791.34,-39861.26,-33639.55,-26426.98,-21081.37,-16536.59,-9703.57,3799.19,34022.51,247980.18
20190617,28323.06,10000000.0,-10000000.0,0.001416,50647.21362819285,-17614.109848825872,2579,989,7449.3,20873.76,0.030602,0.00196,2451.24,-707.88,1605.04,-112.16,1378.09,3225.67,1006.27,-333.11,2217.91,22302.03
20190618,-49931.47,10000000.0,-10000000.0,-0.002497,-52979.01840784757,8273.408655218402,2591,977,-5562.36,-44369.1,-0.045204,0.000878,2478.62,786.49,-2404.51,-2178.25,-932.75,-763.25,-695.99,403.15,1425.82,-42824.93
20190619,-87468.02,10000000.0,-10000000.0,-0.004373,-140227.07059545256,57006.946957661974,2613,955,127175.9,-214643.92,-0.095617,0.009565,30718.52,26558.68,23672.79,17389.75,13576.85,10787.3,5442.46,-2637.79,-23588.84,-185139.84
20190620,69.78,10000000.0,-10000000.0,3e-06,-40852.989276267006,45507.23860495913,2614,961,150279.92,-150210.14,0.00469,0.023756,38761.03,34052.45,21717.87,21531.34,14376.74,13467.42,7084.78,-3217.72,-17876.41,-125243.26
20190621,40771.82,10000000.0,-10000000.0,0.002039,-13366.050282138662,60344.572575273014,2663,913,207295.03,-166523.21,0.039873,0.004975,66000.5,45778.01,29658.96,24037.72,19550.72,14924.05,8856.58,-2408.01,-20122.48,-139297.53
20190624,21310.82,10000000.0,-10000000.0,0.001066,51614.42598747216,-25473.78060159715,2628,949,-9954.15,31264.97,0.02057,0.002055,-8517.53,729.27,-1455.34,2272.48,-1069.93,231.69,-414.73,-275.67,1767.52,32872.88
20190625,4676.99,10000000.0,-10000000.0,0.000234,45441.48869843755,-37023.867924586775,2630,947,-88298.75,92975.74,0.006726,-0.008668,-25021.98,-16994.02,-14084.76,-11951.98,-8508.21,-6059.64,-4090.05,980.02,13038.12,81110.11
20190626,43200.03,10000000.0,-10000000.0,0.00216,39684.18773661962,7863.147144843439,2613,964,9440.69,33759.34,0.036393,-0.001942,8995.92,1559.41,116.65,567.65,819.2,-335.86,-738.93,12.2,267.03,36284.06
20190627,-58641.74,10000000.0,-10000000.0,-0.002932,-105500.08165733967,51889.62997081826,2600,978,50210.98,-108852.72,-0.048735,0.006891,10560.74,10213.71,9362.99,7343.34,5968.25,5663.26,2535.2,-1379.47,-8960.15,-94918.33
20190628,-7300.19,10000000.0,-10000000.0,-0.000365,27768.68179768406,-30214.954125620283,2619,960,-139186.93,131886.74,-0.002476,-0.005978,-36795.58,-29800.13,-23094.8,-19894.23,-13589.76,-9210.53,-4909.43,2455.77,19150.68,113241.75
20190701,-61586.9,10000000.0,-10000000.0,-0.003079,-158020.10888405814,100829.4558741744,2656,924,279290.82,-340877.72,-0.065543,0.022164,80614.32,54826.6,45412.99,37584.32,27001.9,20915.98,13550.39,-4794.26,-41451.78,-290851.12
20190702,18848.44,10000000.0,-10000000.0,0.000942,17152.95690977797,7662.793127187724,2672,909,9431.56,9416.88,0.026192,-0.000315,-832.0,4421.48,3305.62,-190.9,2410.21,498.25,1715.58,113.16,1051.44,12322.93
20190703,81878.52,10000000.0,-10000000.0,0.004094,141040.81655359527,-55434.409100575256,2665,916,-89224.74,171103.26,0.079994,-0.009422,-23423.65,-19894.52,-15268.7,-9084.51,-8309.49,-6456.22,-5363.17,928.77,14904.88,157573.02
20190704,75629.81,10000000.0,-10000000.0,0.003781,101608.06135155236,-22484.900903514164,2675,906,-16658.35,92288.16,0.075481,-0.003321,-3652.17,-6836.29,-353.23,-653.58,-2003.38,-868.04,-1181.52,669.01,9854.22,84148.14
20190705,-90834.37,10000000.0,-10000000.0,-0.004542,-105266.1278549832,18195.908800086152,2670,911,23882.2,-114716.57,-0.076253,0.001933,4153.35,6518.68,3858.01,2619.12,3297.3,3067.38,1328.84,-255.52,-10270.01,-101387.36
20190708,-76356.67,10000000.0,-10000000.0,-0.003818,22810.29381018596,-94725.82832827893,2719,863,-353750.54,277393.87,-0.057454,-0.025803,-91639.29,-70699.95,-54891.17,-46131.46,-37386.07,-30100.64,-18772.4,1490.57,40144.55,236070.33
20190709,27412.12,10000000.0,-10000000.0,0.001371,16606.97204754137,15880.095604260016,2583,999,35457.08,-8044.96,0.029519,-0.00175,8833.21,10073.36,5054.02,3400.11,3697.15,3303.79,2690.01,232.94,-5148.99,351.46
20190710,-23608.16,10000000.0,-10000000.0,-0.00118,-1612.114917865434,-17246.104129490235,2555,1025,-57276.76,33668.6,-0.020202,-0.004415,-8757.91,-10811.0,-9902.97,-8350.86,-7919.38,-7581.77,-2225.92,1536.51,11215.74,23939.35
20190711,-10772.04,10000000.0,-10000000.0,-0.000539,-12549.620343481567,5559.623129927239,2523,1057,6340.34,-17112.38,-0.006698,0.000843,-397.62,4042.03,687.34,2339.78,-399.48,525.77,690.76,-919.52,-1291.59,-12267.46
20190712,65424.49,10000000.0,-10000000.0,0.003271,64250.269436361064,5043.246349672743,2565,1016,39608.68,25815.81,0.053001,0.004382,12729.42,9151.78,6350.29,2994.67,5377.41,3594.14,667.0,-717.8,-2958.25,32104.85
20190715,-85106.35,10000000.0,-10000000.0,-0.004255,-113786.41510727309,35120.99871928127,2673,908,71503.59,-156609.95,-0.055494,0.003972,16724.48,16308.57,11593.96,12231.28,7010.35,6951.93,3041.91,-3147.04,-13225.4,-136155.46
20190716,-2836.15,10000000.0,-10000000.0,-0.000142,-6595.224979381241,9355.74280929225,2643,938,37303.44,-40139.59,0.002498,-0.001553,12593.45,8395.14,6277.04,4987.84,3951.42,1662.65,1421.75,190.7,-2042.16,-34677.31
20190717,13964.2,10000000.0,-10000000.0,0.000698,35093.625471486484,-16559.1201444306,2615,967,1872.49,12091.71,0.022112,-0.002017,-172.26,1662.07,1920.29,-952.72,472.74,1186.67,-873.79,202.55,-355.7,15444.66
20190718,3135.93,10000000.0,-10000000.0,0.000157,60076.25840913436,-52417.52316790167,2622,968,-179103.3,182239.22,0.009721,-0.010409,-47770.29,-35938.97,-28742.52,-24088.7,-18879.08,-13771.4,-7936.26,2633.25,26975.48,155177.23
20190719,29311.79,10000000.0,-10000000.0,0.001466,12608.995575048866,21401.950533844094,2619,971,59099.12,-29787.32,0.042928,0.007936,18067.48,11954.06,8698.81,8149.27,7033.46,4859.55,2046.74,-1474.62,-7247.5,-18076.3
20190722,-49706.89,10000000.0,-10000000.0,-0.002485,42499.15269214367,-87743.31622569216,2582,1009,-281788.03,232081.14,-0.007777,-0.012731,-73052.1,-57961.97,-46514.92,-37760.88,-28630.0,-23973.93,-11757.37,6576.14,47415.48,180415.39
20190723,-30798.06,10000000.0,-10000000.0,-0.00154,-73328.54165061095,48291.999807530134,2516,1095,113641.61,-144439.67,-0.025991,0.004493,28449.13,24724.78,18357.83,15896.12,13093.31,10053.79,5025.45,-4778.69,-21242.81,-114615.47
20190724,-60782.06,10000000.0,-10000000.0,-0.003039,-114404.96730663106,57403.15248220683,2555,1055,119113.71,-179895.78,-0.070328,0.008046,40580.56,19300.81,19478.6,14533.95,11805.84,10382.81,4155.48,-6171.81,-24030.77,-147037.29
20190725,-96540.49,10000000.0,-10000000.0,-0.004827,-105552.14759431423,14062.735126493993,2617,993,18453.92,-114994.41,-0.111261,0.004817,7285.23,2813.76,3880.78,3257.54,474.39,1555.06,743.02,-1337.1,-7409.27,-102752.83
20190726,103941.37,10000000.0,-10000000.0,0.005197,108349.53500307738,-734.1972785545804,2615,996,5086.38,98854.99,0.096164,0.002445,-954.48,-886.66,1468.84,945.13,3509.29,1817.08,233.81,-503.2,-1202.84,103188.37
20190729,-197010.34,10000000.0,-10000000.0,-0.009851,-196278.79779742047,3475.1153598827077,2653,960,-20141.42,-176868.92,-0.174721,-0.0012,-3436.47,-3144.16,-5526.56,-2704.19,-1382.51,-1580.41,-809.66,94.81,-2970.62,-171343.93
20190730,34947.73,10000000.0,-10000000.0,0.001747,24414.660247065876,14796.11325652495,2710,904,57784.75,-22837.02,0.040092,0.003853,17458.91,11907.3,11945.45,6447.77,4657.31,3703.81,2908.94,-415.51,-1022.1,-18381.1
20190731,-131461.94,10000000.0,-10000000.0,-0.006573,-119337.90455104227,-7667.413053371696,2698,917,-69481.94,-61980.0,-0.129802,-0.006718,-18306.54,-13739.4,-9560.65,-9627.4,-6888.41,-6226.89,-3147.8,-207.61,6785.51,-66086.12
20190801,-165840.67,10000000.0,-10000000.0,-0.008292,-181332.26334326837,19927.80064522638,2660,955,-42607.21,-123233.46,-0.163193,-0.008095,-11093.72,-6926.53,-6673.75,-6237.15,-3628.76,-3879.31,-2456.91,217.08,188.48,-120913.87
20190802,-182816.88,10000000.0,-10000000.0,-0.009141,-139099.43985458507,-39352.84237581413,2689,926,-174787.61,-8029.27,-0.159581,-0.014071,-44586.55,-38070.29,-29540.56,-21690.45,-17508.89,-13790.96,-7495.75,1223.98,16462.83,-23455.63
20190805,-50630.98,10000000.0,-10000000.0,-0.002532,-16267.346022639867,-29368.143174551376,2635,980,-107271.35,56640.37,-0.03676,-0.016159,-26276.55,-21829.87,-15731.12,-14864.17,-11760.17,-10064.49,-4516.22,1101.07,9353.57,48952.47
20190806,-123866.52,10000000.0,-10000000.0,-0.006193,-60528.166308570944,-59310.10709985631,2616,1000,-319998.98,196132.46,-0.079951,-0.015573,-86692.53,-64988.02,-52532.96,-42309.88,-34542.51,-24838.18,-12029.11,4610.32,30513.96,162970.63
20190807,-28806.82,10000000.0,-10000000.0,-0.00144,-3399.520952194034,-20587.93399753465,2544,1073,-22239.24,-6567.58,-0.01976,-0.003196,-1304.13,-5909.1,-5621.79,-550.91,-2882.29,-2689.33,-1401.05,916.05,5274.39,-9819.29
20190808,13142.71,10000000.0,-10000000.0,0.000657,3532.3103964281145,13472.266812956052,2482,1135,53150.79,-40008.08,0.006133,0.009345,14273.5,8913.05,9299.78,8150.55,6999.46,4402.46,2349.38,-2798.71,-11029.15,-23555.73
